Company,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,name,mileage_category,km_Driven_category
Hyundai,2018,710000,42000,Petrol,Individual,Manual,"First Owner",19,1197,81.83,114,5,"Hyundai i20 1.2 Asta",Average,"Between 10k and 100k"
Hyundai,2018,730000,2388,Petrol,Individual,Manual,"First Owner",19,1197,81.83,114,5,"Hyundai i20 1.2 Asta Dual Tone",Average,"Less than 10k"
Hyundai,2018,740000,8000,Petrol,Individual,Manual,"First Owner",19,1197,81.83,114,5,"Hyundai i20 1.2 Asta Dual Tone",Average,"Less than 10k"
Hyundai,2018,600000,40000,Petrol,Individual,Manual,"First Owner",19,1197,81.83,114,5,"Hyundai i20 1.2 Asta Dual Tone",Average,"Between 10k and 100k"
Hyundai,2018,730000,2388,Petrol,Individual,Manual,"First Owner",19,1197,81.83,114,5,"Hyundai i20 1.2 Asta Dual Tone",Average,"Less than 10k"
Hyundai,2018,801000,20000,Petrol,Individual,Manual,"First Owner",19,1197,81.83,114,5,"Hyundai i20 1.2 Asta Option",Average,"Between 10k and 100k"
Hyundai,2018,700000,30000,Petrol,Individual,Manual,"First Owner",19,1197,81.83,114,5,"Hyundai i20 1.2 Asta Option",Average,"Between 10k and 100k"
Hyundai,2018,700000,30000,Petrol,Individual,Manual,"First Owner",19,1197,81.83,114,5,"Hyundai i20 1.2 Asta Option",Average,"Between 10k and 100k"
Hyundai,2018,555000,25000,Petrol,Individual,Manual,"Second Owner",19,1197,81.83,114,5,"Hyundai i20 1.2 Magna Executive",Average,"Between 10k and 100k"
Hyundai,2018,650000,62841,Petrol,"Trustmark Dealer",Manual,"First Owner",19,1197,81.83,114,5,"Hyundai i20 1.2 Magna Executive",Average,"Between 10k and 100k"
Hyundai,2018,570000,25000,Petrol,Individual,Manual,"First Owner",19,1197,81.83,114,5,"Hyundai i20 1.2 Spotz",Average,"Between 10k and 100k"
Hyundai,2018,610000,15000,Petrol,Individual,Manual,"First Owner",19,1197,81.83,114,5,"Hyundai i20 1.2 Spotz",Average,"Between 10k and 100k"
Hyundai,2018,570000,25000,Petrol,Individual,Manual,"First Owner",19,1197,81.83,114,5,"Hyundai i20 1.2 Spotz",Average,"Between 10k and 100k"
Hyundai,2018,600000,40000,Petrol,Individual,Manual,"First Owner",19,1197,81.83,114,5,"Hyundai i20 1.2 Spotz",Average,"Between 10k and 100k"
Hyundai,2018,655000,19500,Petrol,Individual,Manual,"First Owner",19,1197,81.83,114,5,"Hyundai i20 1.2 Spotz",Average,"Between 10k and 100k"
Hyundai,2018,650000,15000,Petrol,Individual,Manual,"First Owner",19,1197,81.83,114,5,"Hyundai i20 1.2 Spotz",Average,"Between 10k and 100k"
Hyundai,2018,655000,20000,Petrol,Individual,Manual,"First Owner",19,1197,81.83,114,5,"Hyundai i20 1.2 Spotz",Average,"Between 10k and 100k"
Hyundai,2018,655000,20000,Petrol,Individual,Manual,"First Owner",19,1197,81.83,114,5,"Hyundai i20 1.2 Spotz",Average,"Between 10k and 100k"
Hyundai,2018,799000,60000,Diesel,Individual,Manual,"Second Owner",23,1396,88.73,219,5,"Hyundai i20 1.4 Asta",High,"Between 10k and 100k"
Hyundai,2018,825000,71500,Diesel,Dealer,Manual,"First Owner",23,1396,88.73,219,5,"Hyundai i20 1.4 Asta Option",High,"Between 10k and 100k"
Hyundai,2018,850000,50000,Diesel,Individual,Manual,"First Owner",23,1396,88.73,219,5,"Hyundai i20 1.4 Asta Option",High,"Between 10k and 100k"
Hyundai,2018,800000,30000,Diesel,Individual,Manual,"First Owner",23,1396,88.73,219,5,"Hyundai i20 1.4 Asta Option",High,"Between 10k and 100k"
Hyundai,2018,700000,42000,Petrol,Individual,Automatic,"First Owner",19,1368,98.63,132,5,"Hyundai i20 1.4 Magna AT",Average,"Between 10k and 100k"
Hyundai,2018,671000,20000,Petrol,Individual,Automatic,"First Owner",19,1368,98.63,132,5,"Hyundai i20 1.4 Magna AT",Average,"Between 10k and 100k"
Hyundai,2018,780000,35000,Diesel,Individual,Manual,"First Owner",23,1396,88.73,219,5,"Hyundai i20 1.4 Sportz",High,"Between 10k and 100k"
Hyundai,2018,780000,35000,Diesel,Individual,Manual,"First Owner",23,1396,88.73,219,5,"Hyundai i20 1.4 Sportz",High,"Between 10k and 100k"
Hyundai,2018,530000,52000,Petrol,Individual,Manual,"First Owner",17,1197,81.86,114,5,"Hyundai i20 Active 1.2",Average,"Between 10k and 100k"
Hyundai,2018,620000,38426,Petrol,Individual,Manual,"First Owner",17,1197,81.86,114,5,"Hyundai i20 Active 1.2 SX",Average,"Between 10k and 100k"
Hyundai,2018,720000,50000,Diesel,Individual,Manual,"Second Owner",21,1396,88.73,219,5,"Hyundai i20 Active 1.4 S",High,"Between 10k and 100k"
Hyundai,2018,800000,30000,Diesel,Individual,Manual,"First Owner",21,1396,88.76,219,5,"Hyundai i20 Active S Diesel",High,"Between 10k and 100k"
Hyundai,2018,750000,30000,Diesel,Individual,Manual,"First Owner",21,1396,88.76,219,5,"Hyundai i20 Active SX Diesel",High,"Between 10k and 100k"
Hyundai,2018,700000,28451,Petrol,Dealer,Manual,"First Owner",19,1197,81.83,114,5,"Hyundai i20 Asta 1.2",Average,"Between 10k and 100k"
Hyundai,2018,750000,15000,Petrol,Individual,Automatic,"First Owner",17,1197,81.86,114,5,"Hyundai i20 Petrol CVT Asta",Average,"Between 10k and 100k"
Hyundai,2018,700000,25000,Petrol,Individual,Automatic,"Second Owner",17,1197,81.86,114,5,"Hyundai i20 Petrol CVT Asta",Average,"Between 10k and 100k"
Hyundai,2018,540000,7000,Petrol,Dealer,Manual,"First Owner",20,1086,68,99,5,"Hyundai Santro Asta BSIV",Average,"Less than 10k"
Hyundai,2018,500000,25000,Petrol,Individual,Manual,"First Owner",20,1086,68,99,5,"Hyundai Santro Asta BSIV",Average,"Between 10k and 100k"
Hyundai,2018,575000,30000,Petrol,Individual,Manual,"First Owner",20,1086,68,99,5,"Hyundai Santro Asta BSIV",Average,"Between 10k and 100k"
Hyundai,2018,540000,7000,Petrol,Dealer,Manual,"First Owner",20,1086,68,99,5,"Hyundai Santro Asta BSIV",Average,"Less than 10k"
Hyundai,2018,565000,10000,Petrol,Individual,Automatic,"First Owner",20,1086,68,99,5,"Hyundai Santro Sportz AMT BSIV",Average,"Between 10k and 100k"
Hyundai,2018,490000,7000,Petrol,Individual,Manual,"First Owner",20,1086,68,99,5,"Hyundai Santro Sportz BSIV",Average,"Less than 10k"
Hyundai,2018,475000,7800,Petrol,Individual,Manual,"First Owner",20,1086,68,99,5,"Hyundai Santro Sportz BSIV",Average,"Less than 10k"
Hyundai,2018,1150000,49000,Diesel,Individual,Automatic,"First Owner",22,1582,126.2,259,5,"Hyundai Verna CRDi 1.6 AT SX Option",High,"Between 10k and 100k"
Hyundai,2018,1000000,30000,Diesel,Individual,Automatic,"First Owner",22,1582,126.2,259,5,"Hyundai Verna CRDi 1.6 AT SX Plus",High,"Between 10k and 100k"
Hyundai,2018,1000000,30000,Diesel,Individual,Automatic,"First Owner",22,1582,126.2,259,5,"Hyundai Verna CRDi 1.6 AT SX Plus",High,"Between 10k and 100k"
Hyundai,2018,950000,70000,Diesel,Individual,Manual,"First Owner",22,1582,126.2,259,5,"Hyundai Verna CRDi 1.6 SX",High,"Between 10k and 100k"
Hyundai,2018,1150000,35000,Diesel,Individual,Manual,"First Owner",22,1582,126.2,259,5,"Hyundai Verna CRDi 1.6 SX Option",High,"Between 10k and 100k"
Hyundai,2018,1200000,40000,Diesel,Individual,Manual,"First Owner",22,1582,126.2,259,5,"Hyundai Verna CRDi 1.6 SX Option",High,"Between 10k and 100k"
Hyundai,2018,950000,13887,Petrol,Individual,Manual,"First Owner",17,1591,121.3,151,5,"Hyundai Verna VTVT 1.6 SX",Average,"Between 10k and 100k"
Hyundai,2018,1100000,60000,Petrol,Individual,Manual,"First Owner",17,1591,121.3,151,5,"Hyundai Verna VTVT 1.6 SX Option",Average,"Between 10k and 100k"
Hyundai,2018,1000000,10000,Petrol,Individual,Manual,"First Owner",17,1591,121.3,151,5,"Hyundai Verna VTVT 1.6 SX Option",Average,"Between 10k and 100k"
Hyundai,2018,665000,40142,Diesel,Dealer,Manual,"First Owner",24,1120,71,180,5,"Hyundai Xcent 1.1 CRDi SX Option",High,"Between 10k and 100k"
Hyundai,2018,530000,60000,Diesel,Individual,Manual,"First Owner",25,1186,73.97,190,5,"Hyundai Xcent 1.2 CRDi E",High,"Between 10k and 100k"
Hyundai,2018,530000,60000,Diesel,Individual,Manual,"First Owner",25,1186,73.97,190,5,"Hyundai Xcent 1.2 CRDi E",High,"Between 10k and 100k"
Hyundai,2018,500000,35000,Diesel,Individual,Manual,"First Owner",25,1186,73.97,190,5,"Hyundai Xcent 1.2 CRDi E",High,"Between 10k and 100k"
Hyundai,2018,470000,25000,Diesel,Individual,Manual,"First Owner",25,1186,73.97,190,5,"Hyundai Xcent 1.2 CRDi E Plus",High,"Between 10k and 100k"
Hyundai,2018,450000,48000,Diesel,Individual,Manual,"First Owner",25,1186,73.97,190,5,"Hyundai Xcent 1.2 CRDi E Plus",High,"Between 10k and 100k"
Hyundai,2018,680000,26000,Diesel,Individual,Manual,"First Owner",25,1186,73.97,190,5,"Hyundai Xcent 1.2 CRDi E Plus",High,"Between 10k and 100k"
Hyundai,2018,600000,65000,Diesel,Individual,Manual,"First Owner",25,1186,73.97,190,5,"Hyundai Xcent 1.2 CRDi S",High,"Between 10k and 100k"
Hyundai,2018,620000,70000,Diesel,Individual,Manual,"First Owner",25,1186,73.97,190,5,"Hyundai Xcent 1.2 CRDi S",High,"Between 10k and 100k"
Hyundai,2018,570000,80000,Diesel,Individual,Manual,"First Owner",25,1186,73.97,190,5,"Hyundai Xcent 1.2 CRDi SX",High,"Between 10k and 100k"
Hyundai,2018,500000,10000,Petrol,Individual,Manual,"First Owner",20,1197,81.86,113,5,"Hyundai Xcent 1.2 VTVT E Plus",Average,"Between 10k and 100k"
Hyundai,2018,500000,60000,Petrol,Individual,Manual,"First Owner",20,1197,81.86,113,5,"Hyundai Xcent 1.2 VTVT S",Average,"Between 10k and 100k"
Hyundai,2018,480000,40000,Petrol,Individual,Manual,"First Owner",20,1197,81.86,113,5,"Hyundai Xcent 1.2 VTVT S",Average,"Between 10k and 100k"
Hyundai,2018,575000,15000,Petrol,Individual,Automatic,"First Owner",17,1197,81.86,113,5,"Hyundai Xcent 1.2 VTVT S AT",Average,"Between 10k and 100k"
Hyundai,2018,575000,15000,Petrol,Individual,Automatic,"First Owner",17,1197,81.86,113,5,"Hyundai Xcent 1.2 VTVT S AT",Average,"Between 10k and 100k"
Hyundai,2018,640000,20000,Petrol,Individual,Manual,"First Owner",20,1197,81.86,113,5,"Hyundai Xcent 1.2 VTVT SX Option",Average,"Between 10k and 100k"
Jeep,2018,1757000,24000,Diesel,Individual,Manual,"First Owner",17,1956,170,350,5,"Jeep Compass 2.0 Limited",Average,"Between 10k and 100k"
Jeep,2018,1600000,14000,Diesel,Individual,Manual,"First Owner",17,1956,170,350,5,"Jeep Compass 2.0 Longitude Option BSIV",Average,"Between 10k and 100k"
Jeep,2018,1675000,80000,Diesel,Individual,Manual,"First Owner",17,1956,170,350,5,"Jeep Compass 2.0 Longitude Option BSIV",Average,"Between 10k and 100k"
Jeep,2018,1675000,80000,Diesel,Individual,Manual,"First Owner",17,1956,170,350,5,"Jeep Compass 2.0 Longitude Option BSIV",Average,"Between 10k and 100k"
Mahindra,2018,750000,70000,Diesel,Individual,Manual,"First Owner",17,1493,70,195,7,"Mahindra Bolero 2011-2019 mHAWK D70 ZLX",Average,"Between 10k and 100k"
Mahindra,2018,750000,60000,Diesel,Individual,Manual,"First Owner",17,1493,70,195,7,"Mahindra Bolero 2011-2019 mHAWK D70 ZLX",Average,"Between 10k and 100k"
Mahindra,2018,530000,20000,Diesel,Individual,Manual,"First Owner",16,2523,63,180,9,"Mahindra Bolero 2011-2019 Plus Non AC BSIV PS",Average,"Between 10k and 100k"
Mahindra,2018,660000,74250,Diesel,Dealer,Manual,"First Owner",21,1498,74.96,210,7,"Mahindra Bolero B2",High,"Between 10k and 100k"
Mahindra,2018,630000,40000,Diesel,Individual,Manual,"First Owner",17,1493,70,195,7,"Mahindra Bolero Power Plus SLE",Average,"Between 10k and 100k"
Mahindra,2018,797000,60000,Diesel,Individual,Manual,"First Owner",17,1493,70,195,7,"Mahindra Bolero Power Plus SLX",Average,"Between 10k and 100k"
Mahindra,2018,750000,50000,Diesel,Individual,Manual,"First Owner",17,1493,70,195,7,"Mahindra Bolero Power Plus SLX",Average,"Between 10k and 100k"
Mahindra,2018,890000,80000,Diesel,Individual,Manual,"First Owner",17,1493,70,195,7,"Mahindra Bolero Power Plus ZLX",Average,"Between 10k and 100k"
Mahindra,2018,420000,31000,Diesel,Individual,Manual,"First Owner",25,1198,77,190,6,"Mahindra KUV 100 D75 K4 Plus",High,"Between 10k and 100k"
Mahindra,2018,700000,30000,Diesel,Individual,Manual,"First Owner",25,1198,77,190,6,"Mahindra KUV 100 D75 K8",High,"Between 10k and 100k"
Mahindra,2018,340000,51492,Petrol,Individual,Manual,"First Owner",18,1198,82,115,6,"Mahindra KUV 100 G80 K2",Average,"Between 10k and 100k"
Mahindra,2018,400000,15000,Petrol,Individual,Manual,"First Owner",18,1198,82,115,6,"Mahindra KUV 100 G80 K2",Average,"Between 10k and 100k"
Mahindra,2018,450000,20000,Petrol,Individual,Manual,"First Owner",18,1198,82,115,6,"Mahindra KUV 100 G80 K4 Plus",Average,"Between 10k and 100k"
Mahindra,2018,445000,19700,Petrol,Individual,Manual,"First Owner",18,1198,82,115,5,"Mahindra KUV 100 G80 K4 Plus 5Str",Average,"Between 10k and 100k"
Mahindra,2018,535000,21000,Petrol,Individual,Manual,"Second Owner",18,1198,82,115,6,"Mahindra KUV 100 G80 K6 Plus",Average,"Between 10k and 100k"
Mahindra,2018,650000,6000,Petrol,Individual,Manual,"First Owner",18,1198,82,115,6,"Mahindra KUV 100 G80 K8",Average,"Less than 10k"
Mahindra,2018,650000,6000,Petrol,Individual,Manual,"First Owner",18,1198,82,115,6,"Mahindra KUV 100 G80 K8",Average,"Less than 10k"
Mahindra,2018,550000,10500,Petrol,Individual,Manual,"First Owner",18,1198,82,115,6,"Mahindra KUV 100 G80 K8 Dual Tone",Average,"Between 10k and 100k"
Mahindra,2018,500000,60000,Petrol,Individual,Manual,"First Owner",18,1198,82,115,6,"Mahindra KUV 100 G80 K8 Dual Tone",Average,"Between 10k and 100k"
Mahindra,2018,1200000,50000,Diesel,Individual,Manual,"First Owner",17,1497,121,300,7,"Mahindra Marazzo M6",Average,"Between 10k and 100k"
Mahindra,2018,1200000,35000,Diesel,Individual,Manual,"First Owner",17,1497,121,300,8,"Mahindra Marazzo M6 8Str",Average,"Between 10k and 100k"
Mahindra,2018,1465000,110000,Diesel,Individual,Manual,"First Owner",16,2179,140,320,7,"Mahindra Scorpio S11 BSIV",Average,"Between 10k and 100k"
Mahindra,2018,1500000,40000,Diesel,Individual,Manual,"First Owner",16,2179,140,320,7,"Mahindra Scorpio S11 BSIV",Average,"Between 10k and 100k"
Mahindra,2018,900000,60000,Diesel,Individual,Manual,"First Owner",15,2523,75,200,7,"Mahindra Scorpio S3 9 Seater BSIV",Average,"Between 10k and 100k"
Mahindra,2018,1000000,35000,Diesel,Individual,Manual,"First Owner",15,2523,75,200,7,"Mahindra Scorpio S3 9 Seater BSIV",Average,"Between 10k and 100k"
Mahindra,2018,1325000,22053,Diesel,Individual,Manual,"First Owner",16,2179,120,280,7,"Mahindra Scorpio S7 120",Average,"Between 10k and 100k"
Mahindra,2018,500000,10000,Diesel,Individual,Manual,"First Owner",24,909,45,98,8,"Mahindra Supro LX 8 Str",High,"Between 10k and 100k"
Mahindra,2018,400000,50000,Diesel,Individual,Manual,"First Owner",24,909,45,98,8,"Mahindra Supro LX 8 Str",High,"Between 10k and 100k"
Mahindra,2018,400000,50000,Diesel,Individual,Manual,"First Owner",24,909,45,98,8,"Mahindra Supro LX 8 Str",High,"Between 10k and 100k"
Mahindra,2018,850000,15000,Diesel,Individual,Manual,"Second Owner",17,2498,105,247,6,"Mahindra Thar CRDe",Average,"Between 10k and 100k"
Mahindra,2018,850000,15000,Diesel,Individual,Manual,"Second Owner",17,2498,105,247,6,"Mahindra Thar CRDe",Average,"Between 10k and 100k"
Mahindra,2018,875000,25000,Diesel,Individual,Manual,"First Owner",17,2498,105,247,6,"Mahindra Thar CRDe",Average,"Between 10k and 100k"
Mahindra,2018,900000,35000,Diesel,Individual,Manual,"First Owner",17,2498,105,247,6,"Mahindra Thar CRDe",Average,"Between 10k and 100k"
Mahindra,2018,900000,35000,Diesel,Individual,Manual,"First Owner",17,2498,105,247,6,"Mahindra Thar CRDe",Average,"Between 10k and 100k"
Mahindra,2018,900000,26235,Diesel,Dealer,Manual,"First Owner",17,2498,105,247,6,"Mahindra Thar CRDe ABS",Average,"Between 10k and 100k"
Mahindra,2018,900000,12000,Diesel,Dealer,Manual,"First Owner",17,2498,105,247,6,"Mahindra Thar CRDe AC",Average,"Between 10k and 100k"
Mahindra,2018,890000,55000,Diesel,Dealer,Manual,"First Owner",18,1493,100,240,7,"Mahindra TUV 300 mHAWK100 T8",Average,"Between 10k and 100k"
Mahindra,2018,819999,11500,Diesel,Individual,Manual,"First Owner",18,1493,100,240,7,"Mahindra TUV 300 mHAWK100 T8",Average,"Between 10k and 100k"
Mahindra,2018,700000,30000,Diesel,Individual,Manual,"First Owner",18,1493,100,240,7,"Mahindra TUV 300 mHAWK100 T8",Average,"Between 10k and 100k"
Mahindra,2018,800000,70000,Diesel,Individual,Manual,"Second Owner",18,1493,100,240,7,"Mahindra TUV 300 mHAWK100 T8 Dual Tone",Average,"Between 10k and 100k"
Mahindra,2018,600000,70000,Diesel,Individual,Manual,"First Owner",18,2179,120,280,9,"Mahindra TUV 300 Plus P4 BSIV",Average,"Between 10k and 100k"
Mahindra,2018,850000,20000,Diesel,Individual,Manual,"First Owner",18,2179,120,280,9,"Mahindra TUV 300 Plus P4 BSIV",Average,"Between 10k and 100k"
Mahindra,2018,775000,50000,Diesel,Individual,Manual,"Second Owner",18,1493,100,240,7,"Mahindra TUV 300 T10",Average,"Between 10k and 100k"
Mahindra,2018,775000,59736,Diesel,Dealer,Manual,"First Owner",18,1493,100,240,7,"Mahindra TUV 300 T4 Plus",Average,"Between 10k and 100k"
Mahindra,2018,750000,22000,Diesel,Individual,Manual,"First Owner",21,1461,65,160,5,"Mahindra Verito 1.5 D4 BSIV",High,"Between 10k and 100k"
Mahindra,2018,1500000,20000,Diesel,Individual,Automatic,"First Owner",16,2179,138,330,7,"Mahindra XUV500 AT W9 2WD",Average,"Between 10k and 100k"
Mahindra,2018,1400000,30000,Diesel,Individual,Manual,"First Owner",16,1997,140,320,7,"Mahindra XUV500 W10 1.99 mHawk",Average,"Between 10k and 100k"
Mahindra,2018,1400000,30000,Diesel,Individual,Manual,"First Owner",16,1997,140,320,7,"Mahindra XUV500 W10 1.99 mHawk",Average,"Between 10k and 100k"
Mahindra,2018,1500000,30000,Diesel,Individual,Manual,"First Owner",16,2179,140,330,7,"Mahindra XUV500 W10 2WD",Average,"Between 10k and 100k"
Mahindra,2018,1700000,15000,Diesel,Individual,Manual,"First Owner",15,2179,152.87,360,7,"Mahindra XUV500 W11 Option BSIV",Average,"Between 10k and 100k"
Mahindra,2018,1500000,60000,Diesel,Individual,Manual,"First Owner",15,2179,152.87,360,7,"Mahindra XUV500 W11 Option BSIV",Average,"Between 10k and 100k"
Mahindra,2018,1500000,60000,Diesel,Individual,Manual,"First Owner",15,2179,152.87,360,7,"Mahindra XUV500 W11 Option BSIV",Average,"Between 10k and 100k"
Mahindra,2018,1050000,15000,Diesel,Individual,Manual,"First Owner",16,2179,140,330,7,"Mahindra XUV500 W4",Average,"Between 10k and 100k"
Mahindra,2018,1200000,25000,Diesel,Individual,Manual,"First Owner",15,2179,152.87,360,7,"Mahindra XUV500 W5 BSIV",Average,"Between 10k and 100k"
Mahindra,2018,1051000,59865,Diesel,Dealer,Manual,"First Owner",15,2179,152.87,360,7,"Mahindra XUV500 W5 BSIV",Average,"Between 10k and 100k"
Mahindra,2018,1100000,50000,Diesel,Individual,Manual,"First Owner",15,2179,152.87,360,7,"Mahindra XUV500 W7 BSIV",Average,"Between 10k and 100k"
Mahindra,2018,1150000,29000,Diesel,Individual,Manual,"First Owner",15,2179,152.87,360,7,"Mahindra XUV500 W7 BSIV",Average,"Between 10k and 100k"
Mahindra,2018,1530000,40000,Diesel,Individual,Manual,"First Owner",16,2179,138,330,7,"Mahindra XUV500 W9 2WD",Average,"Between 10k and 100k"
Mahindra,2018,1350000,40000,Diesel,Individual,Manual,"First Owner",16,2179,138,330,7,"Mahindra XUV500 W9 2WD",Average,"Between 10k and 100k"
Mahindra,2018,1350000,40000,Diesel,Individual,Manual,"First Owner",16,2179,138,330,7,"Mahindra XUV500 W9 2WD",Average,"Between 10k and 100k"
Mahindra,2018,1475000,24000,Diesel,Dealer,Manual,"First Owner",15,2179,152.87,360,7,"Mahindra XUV500 W9 BSIV",Average,"Between 10k and 100k"
